Codigo,Nome,Quantidade,Taxa,Status
1003,Produto numero 1003,251,55.47,N
1003,Produto numero 1003,251,8.908,N
1003,Produto numero 1003,251,95.413,N
1003,Produto numero 1003,251,31.939,N
1003,Produto numero 1003,251,39.318,N
1004,Produto numero 1004,251,16.433,S
1004,Produto numero 1004,251,84.552,S
1004,Produto numero 1004,251,89.415,S
1004,Produto numero 1004,251,69.46,S
1004,Produto numero 1004,251,64.797,S
1004,Produto numero 1004,251,12.16,S
1004,Produto numero 1004,251,96.085,S
1004,Produto numero 1004,251,49.638,S
1004,Produto numero 1004,251,6.972,S
1004,Produto numero 1004,251,68.422,S
1004,Produto numero 1004,251,21.271,S
1004,Produto numero 1004,251,98.139,S
1004,Produto numero 1004,251,21.39,S
1004,Produto numero 1004,251,61.904,S
1004,Produto numero 1004,251,56.757,S
1004,Produto numero 1004,251,94.254,S
1004,Produto numero 1004,251,35,S
1004,Produto numero 1004,251,2.805,S
1004,Produto numero 1004,251,60.66,S
1004,Produto numero 1004,251,9.611,S
1004,Produto numero 1004,251,73.371,N
1004,Produto numero 1004,251,57.902,N
1004,Produto numero 1004,251,60.273,N
1004,Produto numero 1004,251,6.931,N
1004,Produto numero 1004,251,62.959,N
1005,Produto numero 1005,251,64.94,S
1005,Produto numero 1005,251,71.182,S
1005,Produto numero 1005,251,69.613,S
1005,Produto numero 1005,251,27.472,S
1005,Produto numero 1005,251,47.446,S
1005,Produto numero 1005,251,60.904,S
1005,Produto numero 1005,251,49.12,S
1005,Produto numero 1005,251,80.964,S
1005,Produto numero 1005,251,53.289,S
1005,Produto numero 1005,251,22.59,S
1005,Produto numero 1005,251,96.034,S
1005,Produto numero 1005,251,71.631,S
1005,Produto numero 1005,251,30.049,S
1005,Produto numero 1005,251,62.323,S
1005,Produto numero 1005,251,58.779,S
1005,Produto numero 1005,251,38.348,S
1005,Produto numero 1005,251,70.692,S
1005,Produto numero 1005,251,81.818,S
1005,Produto numero 1005,251,23.817,S
1005,Produto numero 1005,251,17.594,S
1005,Produto numero 1005,251,57.952,N
1005,Produto numero 1005,251,68.252,N
1005,Produto numero 1005,251,13.622,N
1005,Produto numero 1005,251,71.894,N
1005,Produto numero 1005,251,73.524,N
1006,Produto numero 1006,252,63.317,S
1006,Produto numero 1006,252,2.738,S
1006,Produto numero 1006,252,94.999,S
1006,Produto numero 1006,252,1.587,S
1006,Produto numero 1006,252,56.47,S
1006,Produto numero 1006,252,34.651,S
1006,Produto numero 1006,252,88.631,S
1006,Produto numero 1006,252,45.807,S
1006,Produto numero 1006,252,80.655,S
1006,Produto numero 1006,252,93.258,S
1006,Produto numero 1006,252,28.047,S
1006,Produto numero 1006,252,62.337,S
1006,Produto numero 1006,252,86.32,S
1006,Produto numero 1006,252,61.702,S
1006,Produto numero 1006,252,11.535,S
1006,Produto numero 1006,252,32.955,S
1006,Produto numero 1006,252,19.57,S
1006,Produto numero 1006,252,60.83,S
1006,Produto numero 1006,252,66.896,S
1006,Produto numero 1006,252,89.125,S
1006,Produto numero 1006,252,53.753,N
1006,Produto numero 1006,252,4.946,N
1006,Produto numero 1006,252,13.348,N
1006,Produto numero 1006,252,49.485,N
1006,Produto numero 1006,252,49.357,N
1007,Produto numero 1007,252,79.826,S
1007,Produto numero 1007,252,82.966,S
1007,Produto numero 1007,252,66.62,S
1007,Produto numero 1007,252,42.557,S
1007,Produto numero 1007,252,2.712,S
1007,Produto numero 1007,252,12.886,S
1007,Produto numero 1007,252,60.671,S
1007,Produto numero 1007,252,70.015,S
1007,Produto numero 1007,252,27.059,S
1007,Produto numero 1007,252,11.795,S
1007,Produto numero 1007,252,1.01,S
1007,Produto numero 1007,252,77.676,S
1007,Produto numero 1007,252,88.736,S
1007,Produto numero 1007,252,34.79,S
1007,Produto numero 1007,252,16.178,S
1007,Produto numero 1007,252,80.61,S
1007,Produto numero 1007,252,10.891,S
1007,Produto numero 1007,252,14.849,S
1007,Produto numero 1007,252,67.938,S
1007,Produto numero 1007,252,35.899,S
1007,Produto numero 1007,252,33.631,N
1007,Produto numero 1007,252,73.299,N
1007,Produto numero 1007,252,14.759,N
1007,Produto numero 1007,252,5.802,N
1007,Produto numero 1007,252,4.182,N
1008,Produto numero 1008,252,51.88,S
1008,Produto numero 1008,252,58.663,S
1008,Produto numero 1008,252,7.408,S
1008,Produto numero 1008,252,89.193,S
1008,Produto numero 1008,252,7.192,S
1008,Produto numero 1008,252,55.444,S
1008,Produto numero 1008,252,43.492,S
1008,Produto numero 1008,252,24.313,S
1008,Produto numero 1008,252,31.948,S
1008,Produto numero 1008,252,41.014,S
1008,Produto numero 1008,252,98.144,S
1008,Produto numero 1008,252,4.287,S
1008,Produto numero 1008,252,65.949,S
1008,Produto numero 1008,252,16.375,S
1008,Produto numero 1008,252,68.317,S
1008,Produto numero 1008,252,89.119,S
1008,Produto numero 1008,252,38.755,S
1008,Produto numero 1008,252,37.568,S
1008,Produto numero 1008,252,41.538,S
1008,Produto numero 1008,252,17.679,S
1008,Produto numero 1008,252,71.546,N
1008,Produto numero 1008,252,0.706,N
1008,Produto numero 1008,252,92.638,N
1008,Produto numero 1008,252,18.188,N
1008,Produto numero 1008,252,14.061,N
1009,Produto numero 1009,252,86.56,S
1009,Produto numero 1009,252,53.106,S
1009,Produto numero 1009,252,47.995,S
1009,Produto numero 1009,252,66.026,S
1009,Produto numero 1009,252,20.414,S
1009,Produto numero 1009,252,5.138,S
1009,Produto numero 1009,252,82.909,S
1009,Produto numero 1009,252,7.27,S
1009,Produto numero 1009,252,1.732,S
1009,Produto numero 1009,252,20.746,S
1009,Produto numero 1009,252,54.283,S
1009,Produto numero 1009,252,18.691,S
1009,Produto numero 1009,252,2.98,S
1009,Produto numero 1009,252,17.661,S
1009,Produto numero 1009,252,88.971,S
1009,Produto numero 1009,252,21.539,S
1009,Produto numero 1009,252,75.185,S
1009,Produto numero 1009,252,23.293,S
1009,Produto numero 1009,252,92.066,S
1009,Produto numero 1009,252,88.957,S
1009,Produto numero 1009,252,17.889,N
1009,Produto numero 1009,252,33.223,N
1009,Produto numero 1009,252,37.594,N
1009,Produto numero 1009,252,6.125,N
1009,Produto numero 1009,252,75.056,N
1010,Produto numero 1010,253,99.869,S
1010,Produto numero 1010,253,3.828,S
1010,Produto numero 1010,253,99.386,S
1010,Produto numero 1010,253,38.771,S
1010,Produto numero 1010,253,2.26,S
1010,Produto numero 1010,253,45.422,S
1010,Produto numero 1010,253,91.017,S
1010,Produto numero 1010,253,47.727,S
1010,Produto numero 1010,253,17.337,S
1010,Produto numero 1010,253,2.153,S
1010,Produto numero 1010,253,85.794,S
1010,Produto numero 1010,253,97.981,S
1010,Produto numero 1010,253,11.254,S
1010,Produto numero 1010,253,20.177,S
1010,Produto numero 1010,253,59.179,S
1010,Produto numero 1010,253,3.597,S
1010,Produto numero 1010,253,50.021,S
1010,Produto numero 1010,253,60.853,S
1010,Produto numero 1010,253,0.761,S
1010,Produto numero 1010,253,89.177,S
1010,Produto numero 1010,253,33.109,N
1010,Produto numero 1010,253,2.833,N
1010,Produto numero 1010,253,30.652,N
1010,Produto numero 1010,253,28.378,N
1010,Produto numero 1010,253,2.354,N
1011,Produto numero 1011,253,26.758,S
1011,Produto numero 1011,253,63.438,S
1011,Produto numero 1011,253,75.934,S
1011,Produto numero 1011,253,45.088,S
1011,Produto numero 1011,253,50.101,S
1011,Produto numero 1011,253,70.635,S
1011,Produto numero 1011,253,68.826,S
1011,Produto numero 1011,253,58.979,S
1011,Produto numero 1011,253,0.485,S
1011,Produto numero 1011,253,57.394,S
1011,Produto numero 1011,253,94.067,S
1011,Produto numero 1011,253,30.168,S
1011,Produto numero 1011,253,64.501,S
1011,Produto numero 1011,253,84.031,S
1011,Produto numero 1011,253,29.292,S
1011,Produto numero 1011,253,25.597,S
1011,Produto numero 1011,253,37.972,S
1011,Produto numero 1011,253,33.847,S
1011,Produto numero 1011,253,88.134,S
1011,Produto numero 1011,253,7.211,S
1011,Produto numero 1011,253,10.336,N
1011,Produto numero 1011,253,72.358,N
1011,Produto numero 1011,253,7.9,N
1011,Produto numero 1011,253,64.989,N
1011,Produto numero 1011,253,11.413,N
1012,Produto numero 1012,253,91.79,S
1012,Produto numero 1012,253,87.111,S
1012,Produto numero 1012,253,73.716,S
1012,Produto numero 1012,253,94.276,S
1012,Produto numero 1012,253,28.435,S
1012,Produto numero 1012,253,93.928,S
1012,Produto numero 1012,253,8.323,S
1012,Produto numero 1012,253,58.129,S
1012,Produto numero 1012,253,64.678,S
1012,Produto numero 1012,253,70.569,S
1012,Produto numero 1012,253,56.114,S
1012,Produto numero 1012,253,93.745,S
1012,Produto numero 1012,253,20.379,S
1012,Produto numero 1012,253,5.394,S
1012,Produto numero 1012,253,81.846,S
1012,Produto numero 1012,253,9.474,S
1012,Produto numero 1012,253,18.607,S
1012,Produto numero 1012,253,63.564,S
1012,Produto numero 1012,253,19.89,S
1012,Produto numero 1012,253,16.071,S
1012,Produto numero 1012,253,17.792,N
1012,Produto numero 1012,253,9.666,N
1012,Produto numero 1012,253,73.507,N
1012,Produto numero 1012,253,32.752,N
1012,Produto numero 1012,253,51.089,N
1013,Produto numero 1013,253,0.277,S
1013,Produto numero 1013,253,93.034,S
1013,Produto numero 1013,253,20.862,S
1013,Produto numero 1013,253,93.922,S
1013,Produto numero 1013,253,8.141,S
1013,Produto numero 1013,253,60.637,S
1013,Produto numero 1013,253,30.337,S
1013,Produto numero 1013,253,51.75,S
1013,Produto numero 1013,253,26.766,S
1013,Produto numero 1013,253,53.211,S
1013,Produto numero 1013,253,36.921,S
1013,Produto numero 1013,253,94.75,S
1013,Produto numero 1013,253,34.257,S
1013,Produto numero 1013,253,98.741,S
1013,Produto numero 1013,253,6.675,S
1013,Produto numero 1013,253,16.961,S
1013,Produto numero 1013,253,5.646,S
1013,Produto numero 1013,253,49.089,S
1013,Produto numero 1013,253,64.3,S
1013,Produto numero 1013,253,96.622,S
1013,Produto numero 1013,253,53.034,N
1013,Produto numero 1013,253,17.105,N
1013,Produto numero 1013,253,14.965,N
1013,Produto numero 1013,253,83.586,N
1013,Produto numero 1013,253,85.04,N
1014,Produto numero 1014,254,63.426,S
1014,Produto numero 1014,254,24.069,S
1014,Produto numero 1014,254,30.705,S
1014,Produto numero 1014,254,16.56,S
1014,Produto numero 1014,254,51.331,S
1014,Produto numero 1014,254,43.151,S
1014,Produto numero 1014,254,80.023,S
1014,Produto numero 1014,254,79.395,S
1014,Produto numero 1014,254,63.063,S
1014,Produto numero 1014,254,11.14,S
1014,Produto numero 1014,254,13.756,S
1014,Produto numero 1014,254,34.475,S
1014,Produto numero 1014,254,1.197,S
1014,Produto numero 1014,254,77.543,S
1014,Produto numero 1014,254,74.029,S
1014,Produto numero 1014,254,23.039,S
1014,Produto numero 1014,254,98.184,S
1014,Produto numero 1014,254,41.965,S
1014,Produto numero 1014,254,72.54,S
1014,Produto numero 1014,254,74.805,S
1014,Produto numero 1014,254,76.788,N
1014,Produto numero 1014,254,46.283,N
1014,Produto numero 1014,254,57.995,N
1014,Produto numero 1014,254,33.692,N
1014,Produto numero 1014,254,5.089,N
1015,Produto numero 1015,254,67.461,S
1015,Produto numero 1015,254,52.558,S
1015,Produto numero 1015,254,97.487,S
1015,Produto numero 1015,254,86.539,S
1015,Produto numero 1015,254,33.232,S
1015,Produto numero 1015,254,72.69,S
1015,Produto numero 1015,254,60.899,S
1015,Produto numero 1015,254,46.056,S
1015,Produto numero 1015,254,33.948,S
1015,Produto numero 1015,254,99.824,S
1015,Produto numero 1015,254,7.478,S
1015,Produto numero 1015,254,56.31,S
1015,Produto numero 1015,254,13.221,S
1015,Produto numero 1015,254,42.608,S
1015,Produto numero 1015,254,36.737,S
1015,Produto numero 1015,254,69.813,S
1015,Produto numero 1015,254,77.795,S
1015,Produto numero 1015,254,58.619,S
1015,Produto numero 1015,254,12.184,S
1015,Produto numero 1015,254,84.493,S
1015,Produto numero 1015,254,12.941,N
1015,Produto numero 1015,254,22.065,N
1015,Produto numero 1015,254,26.145,N
1015,Produto numero 1015,254,30.539,N
1015,Produto numero 1015,254,64.744,N
1016,Produto numero 1016,254,89.941,S
1016,Produto numero 1016,254,71.763,S
1016,Produto numero 1016,254,24.242,S
1016,Produto numero 1016,254,73.252,S
1016,Produto numero 1016,254,95.153,S
1016,Produto numero 1016,254,83.25,S
1016,Produto numero 1016,254,21.738,S
1016,Produto numero 1016,254,0.627,S
1016,Produto numero 1016,254,53.875,S
1016,Produto numero 1016,254,88.152,S
1016,Produto numero 1016,254,29.407,S
1016,Produto numero 1016,254,52.913,S
1016,Produto numero 1016,254,31.009,S
1016,Produto numero 1016,254,20.078,S
1016,Produto numero 1016,254,15.294,S
1016,Produto numero 1016,254,70.723,S
1016,Produto numero 1016,254,19.415,S
1016,Produto numero 1016,254,8.187,S
1016,Produto numero 1016,254,47.85,S
1016,Produto numero 1016,254,33.159,S
1016,Produto numero 1016,254,76.467,N
1016,Produto numero 1016,254,14.228,N
1016,Produto numero 1016,254,60.54,N
1016,Produto numero 1016,254,99.064,N
1016,Produto numero 1016,254,55.145,N
1017,Produto numero 1017,254,57.494,S
1017,Produto numero 1017,254,5.366,S
1017,Produto numero 1017,254,96.686,S
1017,Produto numero 1017,254,57.779,S
1017,Produto numero 1017,254,54.675,S
1017,Produto numero 1017,254,50.115,S
1017,Produto numero 1017,254,30.182,S
1017,Produto numero 1017,254,18.636,S
1017,Produto numero 1017,254,73.855,S
1017,Produto numero 1017,254,52.087,S
1017,Produto numero 1017,254,83.545,S
1017,Produto numero 1017,254,48.094,S
1017,Produto numero 1017,254,74.539,S
1017,Produto numero 1017,254,39.235,S
1017,Produto numero 1017,254,75.264,S
1017,Produto numero 1017,254,3.614,S
1017,Produto numero 1017,254,65.701,S
1017,Produto numero 1017,254,63.166,S
1017,Produto numero 1017,254,25.676,S
1017,Produto numero 1017,254,64.506,S
1017,Produto numero 1017,254,28.84,N
1017,Produto numero 1017,254,30.51,N
1017,Produto numero 1017,254,47.924,N
1017,Produto numero 1017,254,43.362,N
1017,Produto numero 1017,254,6.53,N
1018,Produto numero 1018,255,61.67,S
1018,Produto numero 1018,255,48.207,S
1018,Produto numero 1018,255,75.443,S
1018,Produto numero 1018,255,8.236,S
1018,Produto numero 1018,255,21.829,S
1018,Produto numero 1018,255,83.833,S
1018,Produto numero 1018,255,49.454,S
1018,Produto numero 1018,255,55.945,S
1018,Produto numero 1018,255,72.413,S
1018,Produto numero 1018,255,11.499,S
1018,Produto numero 1018,255,18.288,S
1018,Produto numero 1018,255,86.096,S
1018,Produto numero 1018,255,85.362,S
1018,Produto numero 1018,255,80.755,S
1018,Produto numero 1018,255,70.001,S
1018,Produto numero 1018,255,59.882,S
1018,Produto numero 1018,255,84.372,S
1018,Produto numero 1018,255,67.518,S
1018,Produto numero 1018,255,1.851,S
1018,Produto numero 1018,255,94.796,S
1018,Produto numero 1018,255,69.312,N
1018,Produto numero 1018,255,4.48,N
1018,Produto numero 1018,255,39.366,N
1018,Produto numero 1018,255,99.543,N
1018,Produto numero 1018,255,87.746,N
1019,Produto numero 1019,255,29.134,S
1019,Produto numero 1019,255,56.597,S
1019,Produto numero 1019,255,34.578,S
1019,Produto numero 1019,255,55.433,S
1019,Produto numero 1019,255,60.22,S
1019,Produto numero 1019,255,25.632,S
1019,Produto numero 1019,255,68.549,S
1019,Produto numero 1019,255,7.648,S
1019,Produto numero 1019,255,50.481,S
1019,Produto numero 1019,255,89.592,S
1019,Produto numero 1019,255,72.122,S
1019,Produto numero 1019,255,70.588,S
1019,Produto numero 1019,255,79.185,S
1019,Produto numero 1019,255,50.414,S
1019,Produto numero 1019,255,69.326,S
1019,Produto numero 1019,255,48.987,S
1019,Produto numero 1019,255,98.823,S
1019,Produto numero 1019,255,35.249,S
1019,Produto numero 1019,255,94.014,S
1019,Produto numero 1019,255,39.072,S
1019,Produto numero 1019,255,88.542,N
1019,Produto numero 1019,255,78.43,N
1019,Produto numero 1019,255,4.675,N
1019,Produto numero 1019,255,12.535,N
1019,Produto numero 1019,255,35.643,N
1020,Produto numero 1020,255,51.959,S
1020,Produto numero 1020,255,41.556,S
1020,Produto numero 1020,255,89.841,S
1020,Produto numero 1020,255,26.462,S
1020,Produto numero 1020,255,74.225,S
1020,Produto numero 1020,255,80.475,S
1020,Produto numero 1020,255,15.704,S
1020,Produto numero 1020,255,69.162,S
1020,Produto numero 1020,255,86.738,S
1020,Produto numero 1020,255,19.74,S
1020,Produto numero 1020,255,12.065,S
1020,Produto numero 1020,255,12.996,S
1020,Produto numero 1020,255,49.365,S
1020,Produto numero 1020,255,89.518,S
1020,Produto numero 1020,255,36.662,S
1020,Produto numero 1020,255,12.701,S
1020,Produto numero 1020,255,61.403,S
1020,Produto numero 1020,255,29.722,S
1020,Produto numero 1020,255,83.64,S
1020,Produto numero 1020,255,18.517,S
1020,Produto numero 1020,255,0.684,N
1020,Produto numero 1020,255,74.441,N
1020,Produto numero 1020,255,49.71,N
1020,Produto numero 1020,255,96.126,N
1020,Produto numero 1020,255,74.695,N
1021,Produto numero 1021,255,98.604,S
1021,Produto numero 1021,255,85.881,S
1021,Produto numero 1021,255,38.176,S
1021,Produto numero 1021,255,63.244,S
1021,Produto numero 1021,255,24.91,S
1021,Produto numero 1021,255,31.012,S
1021,Produto numero 1021,255,83.399,S
1021,Produto numero 1021,255,78.904,S
1021,Produto numero 1021,255,93.027,S
1021,Produto numero 1021,255,38.315,S
1021,Produto numero 1021,255,99.323,S
1021,Produto numero 1021,255,22.39,S
1021,Produto numero 1021,255,62.486,S
1021,Produto numero 1021,255,66.631,S
1021,Produto numero 1021,255,73.655,S
1021,Produto numero 1021,255,69.863,S
1021,Produto numero 1021,255,76.839,S
1021,Produto numero 1021,255,7.697,S
1021,Produto numero 1021,255,89.378,S
1021,Produto numero 1021,255,57.045,S
1021,Produto numero 1021,255,23.528,N
1021,Produto numero 1021,255,74.865,N
1021,Produto numero 1021,255,63.982,N
1021,Produto numero 1021,255,66.476,N
1021,Produto numero 1021,255,8.831,N
1022,Produto numero 1022,256,2.544,S
1022,Produto numero 1022,256,88.531,S
1022,Produto numero 1022,256,63.565,S
1022,Produto numero 1022,256,16.206,S
1022,Produto numero 1022,256,85.433,S
1022,Produto numero 1022,256,3.774,S
1022,Produto numero 1022,256,79.279,S
1022,Produto numero 1022,256,47.422,S
1022,Produto numero 1022,256,33.041,S
1022,Produto numero 1022,256,3.602,S
1022,Produto numero 1022,256,10.681,S
1022,Produto numero 1022,256,74.75,S
1022,Produto numero 1022,256,32.711,S
1022,Produto numero 1022,256,87.354,S
1022,Produto numero 1022,256,0.127,S
1022,Produto numero 1022,256,74.828,S
1022,Produto numero 1022,256,71.616,S
1022,Produto numero 1022,256,51.277,S
1022,Produto numero 1022,256,84.094,S
1022,Produto numero 1022,256,43.234,S
1022,Produto numero 1022,256,76.235,N
1022,Produto numero 1022,256,42.91,N
1022,Produto numero 1022,256,7.492,N
1022,Produto numero 1022,256,10.536,N
1022,Produto numero 1022,256,79.596,N
1023,Produto numero 1023,256,18.269,S
1023,Produto numero 1023,256,80.865,S
1023,Produto numero 1023,256,82.523,S
1023,Produto numero 1023,256,94.19,S
1023,Produto numero 1023,256,33.951,S
1023,Produto numero 1023,256,83.156,S
1023,Produto numero 1023,256,53.73,S
1023,Produto numero 1023,256,4.075,S
1023,Produto numero 1023,256,59.536,S
1023,Produto numero 1023,256,59.301,S
1023,Produto numero 1023,256,33.333,S
1023,Produto numero 1023,256,23.194,S
1023,Produto numero 1023,256,44.555,S
1023,Produto numero 1023,256,47.835,S
1023,Produto numero 1023,256,54.801,S
1023,Produto numero 1023,256,86.409,S
1023,Produto numero 1023,256,9.412,S
1023,Produto numero 1023,256,52.178,S
1023,Produto numero 1023,256,85.185,S
1023,Produto numero 1023,256,0.06,S
1023,Produto numero 1023,256,4.204,N
1023,Produto numero 1023,256,6.99,N
1023,Produto numero 1023,256,42.833,N
1023,Produto numero 1023,256,73.029,N
1023,Produto numero 1023,256,69.231,N
1024,Produto numero 1024,256,4.435,S
1024,Produto numero 1024,256,79.07,S
1024,Produto numero 1024,256,26.421,S
1024,Produto numero 1024,256,61.814,S
1024,Produto numero 1024,256,58.993,S
1024,Produto numero 1024,256,94.772,S
1024,Produto numero 1024,256,8.939,S
1024,Produto numero 1024,256,26.485,S
1024,Produto numero 1024,256,80.429,S
1024,Produto numero 1024,256,76.118,S
1024,Produto numero 1024,256,73.952,S
1024,Produto numero 1024,256,57.397,S
1024,Produto numero 1024,256,84.627,S
1024,Produto numero 1024,256,22.894,S
1024,Produto numero 1024,256,18.595,S
1024,Produto numero 1024,256,9.368,S
1024,Produto numero 1024,256,74.785,S
1024,Produto numero 1024,256,0.646,S
1024,Produto numero 1024,256,41.139,S
1024,Produto numero 1024,256,70.492,S
1024,Produto numero 1024,256,85.538,N
1024,Produto numero 1024,256,62.28,N
1024,Produto numero 1024,256,34.851,N
1024,Produto numero 1024,256,58.457,N
1024,Produto numero 1024,256,6.113,N
1025,Produto numero 1025,256,34.122,S
1025,Produto numero 1025,256,13.694,S
1025,Produto numero 1025,256,88.02,S
1025,Produto numero 1025,256,48.337,S
1025,Produto numero 1025,256,59.733,S
1025,Produto numero 1025,256,41.488,S
1025,Produto numero 1025,256,27.855,S
1025,Produto numero 1025,256,50.407,S
1025,Produto numero 1025,256,0.572,S
1025,Produto numero 1025,256,62.933,S
1025,Produto numero 1025,256,8.575,S
1025,Produto numero 1025,256,74.8,S
1025,Produto numero 1025,256,76.438,S
1025,Produto numero 1025,256,13.979,S
1025,Produto numero 1025,256,3.616,S
1025,Produto numero 1025,256,14.778,S
1025,Produto numero 1025,256,28.409,S
1025,Produto numero 1025,256,76.743,S
1025,Produto numero 1025,256,42.086,S
1025,Produto numero 1025,256,92.332,S
1025,Produto numero 1025,256,35.4,N
1025,Produto numero 1025,256,55.327,N
1025,Produto numero 1025,256,48.738,N
1025,Produto numero 1025,256,17.942,N
1025,Produto numero 1025,256,8.308,N
1026,Produto numero 1026,257,10.612,S
1026,Produto numero 1026,257,96.21,S
1026,Produto numero 1026,257,13.06,S
1026,Produto numero 1026,257,67.185,S
1026,Produto numero 1026,257,67.835,S
1026,Produto numero 1026,257,15.969,S
1026,Produto numero 1026,257,29.225,S
1026,Produto numero 1026,257,84.594,S
1026,Produto numero 1026,257,1.209,S
1026,Produto numero 1026,257,39.398,S
1026,Produto numero 1026,257,47.201,S
1026,Produto numero 1026,257,89.837,S
1026,Produto numero 1026,257,36.97,S
1026,Produto numero 1026,257,41.107,S
1026,Produto numero 1026,257,24.684,S
1026,Produto numero 1026,257,92.34,S
1026,Produto numero 1026,257,56.913,S
1026,Produto numero 1026,257,91.532,S
1026,Produto numero 1026,257,63.757,S
1026,Produto numero 1026,257,37.531,S
1026,Produto numero 1026,257,43.868,N
1026,Produto numero 1026,257,55.713,N
1026,Produto numero 1026,257,82.053,N
1026,Produto numero 1026,257,29.393,N
1026,Produto numero 1026,257,32.557,N
1027,Produto numero 1027,257,94.619,S
1027,Produto numero 1027,257,30.013,S
1027,Produto numero 1027,257,69.806,S
1027,Produto numero 1027,257,46.49,S
1027,Produto numero 1027,257,83.801,S
1027,Produto numero 1027,257,86.606,S
1027,Produto numero 1027,257,50.023,S
1027,Produto numero 1027,257,28.979,S
1027,Produto numero 1027,257,59.37,S
1027,Produto numero 1027,257,84.662,S
1027,Produto numero 1027,257,26.959,S
1027,Produto numero 1027,257,1.699,S
1027,Produto numero 1027,257,46.543,S
1027,Produto numero 1027,257,28.759,S
1027,Produto numero 1027,257,12.538,S
1027,Produto numero 1027,257,92.936,S
1027,Produto numero 1027,257,6.982,S
1027,Produto numero 1027,257,51.657,S
1027,Produto numero 1027,257,39.425,S
1027,Produto numero 1027,257,8.096,S
1027,Produto numero 1027,257,93.464,N
1027,Produto numero 1027,257,69.864,N
